Wall time,Step,Value
1748349566.9203346,0,0.06534837931394577
1748349570.6706183,1,0.06167473644018173
1748349574.1668432,2,0.07007859647274017
1748349577.4396234,3,0.062030479311943054
1748349580.9490836,4,0.060831669718027115
1748349584.4257758,5,0.056142330169677734
1748349587.6598053,6,0.05045744776725769
1748349590.881057,7,0.060045622289180756
1748349594.3709152,8,0.058353617787361145
1748349597.6758876,9,0.054586488753557205
1748349601.0434852,10,0.06234687939286232
1748349604.251673,11,0.05536302924156189
1748349607.747614,12,0.049657464027404785
1748349611.053337,13,0.055260661989450455
1748349614.5755796,14,0.04816604033112526
1748349617.8399775,15,0.05141908675432205
1748349621.120432,16,0.04825852811336517
1748349624.4712846,17,0.04844130575656891
1748349628.0064127,18,0.049311913549900055
1748349631.5290735,19,0.048978082835674286
1748349634.8319824,20,0.046833574771881104
1748349638.150085,21,0.046129271388053894
1748349641.3860004,22,0.049844734370708466
1748349644.6362777,23,0.04597719386219978
1748349648.195633,24,0.048339325934648514
1748349651.478378,25,0.04030109569430351
1748349655.1755433,26,0.04997874051332474
1748349659.0953007,27,0.05206006020307541
1748349663.6756868,28,0.04930835962295532
1748349667.2830923,29,0.04570529982447624
1748349670.7106507,30,0.04468967020511627
1748349674.0909433,31,0.05068175122141838
1748349677.513506,32,0.04427708685398102
1748349681.2758064,33,0.04806891456246376
1748349684.8371575,34,0.04746253788471222
1748349688.507896,35,0.04724821820855141
1748349691.9791663,36,0.04610883817076683
1748349695.6974292,37,0.04493355751037598
1748349699.2759955,38,0.045406512916088104
1748349702.9498909,39,0.0440262071788311
1748349706.660629,40,0.04375338926911354
1748349710.587642,41,0.042179007083177567
1748441781.4311943,42,0.043529000133275986
1748441784.936601,43,0.042081840336322784
1748441788.420642,44,0.04803714156150818
1748441791.9864895,45,0.042597100138664246
1748441795.4102921,46,0.04296693578362465
1748441798.9326603,47,0.03944643959403038
1748441802.1693864,48,0.03625175356864929
1748441805.4974973,49,0.044243067502975464
1748441808.8034592,50,0.04175376519560814
1748441812.2455122,51,0.0396876335144043
1748441815.5421803,52,0.044944874942302704
1748441818.9208016,53,0.03987666592001915
1748441822.3081827,54,0.03628877177834511
1748441825.6282046,55,0.04162966459989548
1748441828.9952662,56,0.03529485687613487
1748441832.4041877,57,0.03843643143773079
1748441835.6238184,58,0.03615119680762291
1748441838.898288,59,0.035468779504299164
1748441842.2530787,60,0.03612564504146576
